game_id,move_index,player,source,move,winner,board_before
tactical_8_followup_block,0,O,human,141,O,............O..........................................O....................................................O....................................X.....X...X.............X.............X.............O.....X.....................
tactical_8_followup_block,0,O,human,143,O,..O..............................................O..................................................................O......................X...................X...X...........X...............X.........X.....O.................
tactical_8_followup_block,0,O,human,129,O,..............................O................................O.....X.................................X.........................................X...............X..........O....X...............O...........X...................
tactical_8_followup_block,0,O,human,125,O,............................................O....................X.....O...................X...............................................X.............X.............X....O........O.................X.........................
tactical_8_followup_block,0,O,human,99,O,.........................X.................O........O....X.............X.............X...............................................X...................O.....X....................O............................................
tactical_8_followup_block,0,O,human,81,O,.................O.....X.........X...............X...........X...X...................X......................O..................................................................O..............................................O..
tactical_8_followup_block,0,O,human,83,O,.....................X.....O.............X.............X.............X...X.....X....................................O....................................................O..........................................O............
tactical_8_followup_block,0,O,human,95,O,...................X...........O...............X....O..........X...............X.........................................X.................................X.....O................................O..............................
tactical_9_block_broken_four,0,O,human,87,O,.......................O......X..........................X..............X.............................X..............X.............................................................................O.................X.......O...
tactical_9_block_broken_four,0,O,human,35,O,.................................XX.XX.....................O...............................O.......................................................................................X................................X..........O.
tactical_9_block_broken_four,0,O,human,189,O,.O..........X................................X.......................................................................................O...............................O.....................XX.XX.................................
tactical_9_block_broken_four,0,O,human,137,O,...O.......X.................O.............................................................................X..............X.............................X..............X..........................X......O.......................
tactical_9_block_broken_four,0,O,human,39,O,.....................................XX.XX...O.........................................................O.............................................................X.............................................O..........X..
tactical_9_block_broken_four,0,O,human,147,O,...X.......O...O.....................................................................................................X..............X.............................X..............X..X......................O.....................
tactical_9_block_broken_four,0,O,human,77,O,.....................O......................X..X..............X.............................X..............X.....................................................................................................O...O.......X...
tactical_9_block_broken_four,0,O,human,185,O,..X..........O.............................................X.............................................................O.........................................................O...XX.XX.....................................
tactical_10_block_four,0,O,human,178,O,.........................O....................................................................................X......................X..............X..............X.............................X...............................
tactical_10_block_four,0,O,human,166,O,...................O..............................................................................................X......X..............X..............X.............................X...........................................
tactical_10_block_four,0,O,human,58,O,...........................................X.............................X..............X..............X......X..............................................................................................O...................
tactical_10_block_four,0,O,human,18,O,.................X.XXX...................................................O....................................................................X..................................................................................
tactical_10_block_four,0,O,human,198,O,..................................................................................X................................................................................O.................................X.XXX.......................
tactical_10_block_four,0,O,human,46,O,...............................X.............................X..............X..............X......................X....................................................................................O.........................
tactical_10_block_four,0,O,human,206,O,..................................................................................X....................................................................O...................................................XXX.X.................
tactical_10_block_four,0,O,human,26,O,.......................XXX.X.................................O................................................................................X..................................................................................
tactical_11_followup_block,0,O,human,141,O,............................X...............................O.............X..O...............X...............X...............X.........................O...................X.....................................................
tactical_11_followup_block,0,O,human,143,O,................X...........................................X.............O............O.............X.............X.............X.................................O.........X...................................................
tactical_11_followup_block,0,O,human,129,O,....X...........X..................................................................................................................X...........X.............X.............X.............O...................O........O..........
tactical_11_followup_block,0,O,human,83,O,.....................................................X...................O.........................X...............X...............X...............O..X.............O...............................X............................
tactical_11_followup_block,0,O,human,125,O,..........X.................X..............................................................................................X.................X...............X...............X...............O.........O....................O....
tactical_11_followup_block,0,O,human,99,O,....O....................O.........O...............X...............X...............X.................X..............................................................................................X.................X..........
tactical_11_followup_block,0,O,human,95,O,..........O........O...................O.............X.............X.............X...........X..................................................................................................................X...........X....
tactical_11_followup_block,0,O,human,81,O,...................................................X.........O.................................X.............X.............X.............O............O.............X...........................................X................
tactical_12_block_broken_four,0,O,human,91,O,.............................................................X..............X.............................X..............X.......................................................................................................
tactical_12_block_broken_four,0,O,human,23,O,.....................XX.XX.......................................................................................................................................................................................................
tactical_12_block_broken_four,0,O,human,21,O,...................XX.XX.........................................................................................................................................................................................................
tactical_12_block_broken_four,0,O,human,203,O,.........................................................................................................................................................................................................XX.XX...................
tactical_12_block_broken_four,0,O,human,103,O,.........................................................................X..............X.............................X..............X...........................................................................................
tactical_12_block_broken_four,0,O,human,133,O,.......................................................................................................X..............X.............................X..............X.............................................................
tactical_12_block_broken_four,0,O,human,121,O,...........................................................................................X..............X.............................X..............X.........................................................................
tactical_12_block_broken_four,0,O,human,201,O,.......................................................................................................................................................................................................XX.XX.....................
tactical_13_followup_block,0,O,human,98,O,.X................................................................................................................X...............X...............X...............O.........O....................................................
tactical_13_followup_block,0,O,human,96,O,.............X................................................................................................X.............X.............X.............O...................O....................................................
tactical_13_followup_block,0,O,human,96,O,........................................O.............X.............X.............X.................................O..............................................................................X.............................
tactical_13_followup_block,0,O,human,126,O,...............X....................................................................................................O.........................X...............X...............X...............O..................................
tactical_13_followup_block,0,O,human,126,O,....................................................O.........O...............X...............X...............X................................................................................................................X.
tactical_13_followup_block,0,O,human,128,O,.............................X..............................................................................O.................................X.............X.............X.............O........................................
tactical_13_followup_block,0,O,human,128,O,....................................................O...................O.............X.............X.............X................................................................................................X.............
tactical_13_followup_block,0,O,human,98,O,..................................O...............X...............X...............X.........................O....................................................................................................X...............
tactical_14_extend_open_three,0,O,human,210,O,...............................O.............................X.............................O............................X...................O.....O..O.O.........O..X...O............OO.............O.X..........................
tactical_14_extend_open_three,0,O,human,224,O,.........OX...........................................OO........................................................................................O...............................O.X.............O....O.X.O...O.OO.........X......
tactical_14_extend_open_three,0,O,human,14,O,..........................X.O.............OO............O...X..O.........O.O..O.....O...................X............................O.............................X.............................O...............................
tactical_14_extend_open_three,0,O,human,210,O,....XO...........................................OO.........................................................................................O.........................X.O.............O.............OO.O...O.X.O........X........
tactical_14_extend_open_three,0,O,human,0,O,................O.X............OO...............O............O.........O..X.....O.....O..OX..............................O.............................X.............................O...........................................
tactical_14_extend_open_three,0,O,human,224,O,...........................................O.............................X.............................O..............................XO..O.....O.....X..O.........O............O...............OO............X.O................
tactical_14_extend_open_three,0,O,human,0,O,......X.........OO.O...O.X.O....O.............X.O...............................O........................................................................................OO...........................................XO.........
tactical_14_extend_open_three,0,O,human,14,O,........X........O.X.O...O.OO.............O.............O.X.........................O.........................................................................................OO...........................................OX....
tactical_15_win_four,0,O,human,143,O,......................................................................O................O.X..........XO.............O.............O.................................X.............................................................
tactical_15_win_four,0,O,human,81,O,.............................................................X.................................O.............O.............OX..........X.O................O......................................................................
tactical_15_win_four,0,O,human,129,O,...............................................................................................................................................O..........O.XO.............O.............O...................X.........X.........
tactical_15_win_four,0,O,human,83,O,.........................................................................X.........................O...............O..............XO...............O.X..........O................................................................
tactical_15_win_four,0,O,human,95,O,.........X.........X...................O.............O.............OX.O..........O...............................................................................................................................................
tactical_15_win_four,0,O,human,125,O,.............................................................................................................................................O...............OX.O............O...............O.........X...................X.....
tactical_15_win_four,0,O,human,99,O,.....X...................X.........O...............O............O.XO...............O.............................................................................................................................................
tactical_15_win_four,0,O,human,141,O,................................................................O..........X.O...............OX..............O...............O.........................X.........................................................................
tactical_16_block_four,0,O,human,98,O,........................................................X...........O.X.............X...........................X................................................................................................................
tactical_16_block_four,0,O,human,96,O,................................................X...............X...............X.............O.................X................................................................................................................
tactical_16_block_four,0,O,human,128,O,................................................................................................................X.................O.............X...............X...............X................................................
tactical_16_block_four,0,O,human,128,O,................................................................................................................X...............................X.............O.X...............X................................................
tactical_16_block_four,0,O,human,96,O,................................................X...............X.O.............X...............................X................................................................................................................
tactical_16_block_four,0,O,human,98,O,........................................................X.............X.............X...............O...........X................................................................................................................
tactical_16_block_four,0,O,human,126,O,................................................................................................................X...........O...............X.............X.............X........................................................
tactical_16_block_four,0,O,human,126,O,................................................................................................................X...........................X.............X.O...........X........................................................
tactical_17_block_broken_four,0,O,human,124,O,..........O......................O......................................O...............................X...............O.XX.XX.......O...................X................................X.O.....X........O....................
tactical_17_block_broken_four,0,O,human,100,O,....................O........X.....O.X................................X...................O.......XX.XX.O...............X...............................O......................................O......................O..........
tactical_17_block_broken_four,0,O,human,66,O,.X....O.............................X..............X.....O......X................X..............X..........X............................OO..........................O.........................O.........................O.X......
tactical_17_block_broken_four,0,O,human,158,O,......X.O.........................O.........................O..........................OO............................X..........X..............X................X......O.....X..............X.............................O....X.
tactical_17_block_broken_four,0,O,human,130,O,....O....................................O....................O...........................X.............................O.......XX.XX.O.........................X........................O.X............O........X...............
tactical_17_block_broken_four,0,O,human,156,O,......O.X...............................O.................................O.OO.............................X..................X..............X............X................X.....O........X........................X....O........
tactical_17_block_broken_four,0,O,human,94,O,...............X........O............X.O........................X.........................O.XX.XX.......O.............................X...........................O....................O....................................O....
tactical_17_block_broken_four,0,O,human,68,O,........O....X........................X........O.....X................X............X..............X..................X.............................OO.O.................................O...............................X.O......
tactical_18_extend_open_three,0,O,human,170,O,.X..............................X............X...............O.....O...................................O..............................O......O.............................OOO..............X....................................
tactical_18_extend_open_three,0,O,human,174,O,.............X............................X................X.......O.....O.................O............................O......................O...........................OOO............X......................................
tactical_18_extend_open_three,0,O,human,86,O,...X...........X...O............X..................................................................O.O.......O......O..............OX....................................................................O................O......
tactical_18_extend_open_three,0,O,human,78,O,...........X.............O...X............X..................................................O.O............O......O......XO...............................................................................O............O........
tactical_18_extend_open_three,0,O,human,50,O,......................................X............OOO...........................O......................O............................O.................O.....O.......X................X............................X.............
tactical_18_extend_open_three,0,O,human,138,O,......O................O....................................................................XO..............O......O.......O.O..................................................................X............O...X...........X...
tactical_18_extend_open_three,0,O,human,54,O,....................................X..............OOO.............................O......O..............................O...................................O.....O...............X............X..............................X.
tactical_18_extend_open_three,0,O,human,146,O,........O............O...............................................................................OX......O......O............O.O..................................................X............X...O.............X...........
tactical_19_block_broken_four,0,O,human,147,O,.......................................................................................................................X.............X...........................X.............X.................................................
tactical_19_block_broken_four,0,O,human,185,O,.........................................................................................................................................................X...............X...............................X...............X.......
tactical_19_block_broken_four,0,O,human,35,O,.......X.............X...........................X.............X.................................................................................................................................................................
tactical_19_block_broken_four,0,O,human,137,O,.........................................................................................................X...............X...............................X...............X.......................................................
tactical_19_block_broken_four,0,O,human,39,O,.......X...............X...............................X...............X.........................................................................................................................................................
tactical_19_block_broken_four,0,O,human,189,O,.................................................................................................................................................................X.............X...........................X.............X.......
tactical_19_block_broken_four,0,O,human,87,O,.......................................................X...............X...............................X...............X.........................................................................................................
tactical_19_block_broken_four,0,O,human,77,O,.................................................X.............X...........................X.............X.......................................................................................................................
tactical_20_block_broken_four,0,O,human,45,O,...............X..............X...................O..X..X...X..............X....XO..........O....................................................O...........................................................................X...
tactical_20_block_broken_four,0,O,human,213,O,................................................X..........X.........O.......................X...............................O............O.X.............................................O........................XX.XX.........
tactical_20_block_broken_four,0,O,human,59,O,.............................X..............X...X..X..O...................X........OX....X............O....................................O.........................................................................X...........
tactical_20_block_broken_four,0,O,human,11,O,.........XX.XX........................O.............................................X.O............O...............................X.......................O.........X..........X................................................
tactical_20_block_broken_four,0,O,human,221,O,.............................................X..........X........O...................................X...........................O..............X.O.........................................O..............................XX.XX.
tactical_20_block_broken_four,0,O,human,3,O,.XX.XX..............................O.........................................O.X..............O...........................X...................................O........X..........X.............................................
tactical_20_block_broken_four,0,O,human,179,O,...X...........................................................................O....................................................O..........OX....X..............X...X..X..O...................X..............X...............
